source_id,circular_id,observation_time_utc,mag_skyportal,mag_circular,mag_difference,band_skyportal,band_circular,bands_agree,instrument_skyportal,instrument_circular,match_status
GCN-260510_171342,44530,2026-05-11 05:11:06.800352095+00:00,21.32,,,sdssr,,,GCN,,not_found
GCN-260511_061333,44533,2026-05-11 06:19:38.000000029+00:00,17.9,,,sdssr,,,GCN,,not_found
GCN-260511_061333,44534,2026-05-11 06:21:18.499679965+00:00,16.43,16.43,0.0,sdssz,z,False,GCN,,family_order_match
GCN-260511_061333,44534,2026-05-11 06:21:18.499679965+00:00,16.86,16.86,0.0,sdssr,r,False,GCN,,family_order_match
GCN-260511_061333,44535,2026-05-11 06:28:31.999584224+00:00,18.05,18.05,0.0,sdssz,z,False,GCN,,family_order_match
GCN-260511_061333,44535,2026-05-11 06:34:31.999872060+00:00,18.88,,,sdssr,,,GCN,,not_found
GCN-260511_061333,44536,2026-05-11 06:16:56.999712190+00:00,16.904372865820083,,,ps1::open,,,GCN,,not_found
GCN-260511_061333,44538,2026-05-11 06:26:52.000224060+00:00,18.61,18.61,0.0,gaia::grp,VT_R,False,VT,,time_match
GCN-260511_061333,44538,2026-05-11 07:42:48.999744112+00:00,19.65,19.65,0.0,gaia::grp,VT_R,False,VT,,time_match
GCN-260511_061333,44538,2026-05-11 07:42:48.999744112+00:00,21.15,21.15,0.0,gaia::gbp,VT_B,False,VT,,time_match
GCN-260511_061333,44545,2026-05-11 09:09:31.999967749+00:00,20.68,,,sdssr,,,GCN,,not_found
GCN-260511_061333,44562,2026-05-11 06:20:22.000127870+00:00,14.272841501152188,12.9,1.3728415011521875,2massh,H,False,GCN,,family_order_match
GCN-260511_061333,44575,2026-05-12 00:13:32.000160267+00:00,23.43,,,gaia::gbp,,,VT,,not_found
GCN-260511_110100,44547,2026-05-11 11:45:51.200351766+00:00,15.56,,,sdssr,,,GCN,,not_found
GCN-260511_110100,44549,2026-05-11 11:12:27.999936181+00:00,13.293287296387883,13.1,0.1932872963878829,bessellr,,False,GCN,,time_match
GCN-260511_110100,44549,2026-05-11 11:12:27.999936181+00:00,13.541311834510802,,,besselli,,,GCN,,not_found
GCN-260511_110100,44549,2026-05-11 11:22:48.999999624+00:00,14.899999999999999,14.9,-1.7763568394002505e-15,sdssg,,False,GCN,,time_match
GCN-260511_110100,44549,2026-05-11 11:22:48.999999624+00:00,14.941311834510804,,,besselli,,,GCN,,not_found
GCN-260511_110100,44549,2026-05-11 11:22:48.999999624+00:00,15.093287296387883,,,bessellr,,,GCN,,not_found
GCN-260511_110100,44552,2026-05-11 13:14:19.000000052+00:00,17.83,17.83,0.0,gaia::gbp,VT_B,False,VT,,time_match
GCN-260511_110100,44557,2026-05-11 13:51:00.000000334+00:00,16.91930187752905,16.02,0.8993018775290516,2massj,J,False,GCN,,family_order_match
GCN-260511_110100,44561,2026-05-11 16:22:52.319999801+00:00,18.27,18.27,0.0,sdssr,r',False,GCN,,time_match
GCN-260511_110100,44561,2026-05-11 16:30:06.911999827+00:00,18.54,18.54,0.0,sdssg,g',False,GCN,,time_match
GCN-260511_110100,44561,2026-05-11 16:37:05.087999948+00:00,18.1,18.1,0.0,sdssi,i',False,GCN,,time_match
GCN-260511_110100,44565,2026-05-11 21:05:13.009920224+00:00,19.3,19.3,0.0,sdssr,r,False,GTC/OSIRIS,,family_order_match
GCN-260511_110100,44567,2026-05-12 03:23:59.999999665+00:00,19.67,19.67,0.0,sdssz,z,False,COLIBRI-VIS,,time_match
GCN-260511_110100,44567,2026-05-12 03:23:59.999999665+00:00,19.99,19.99,0.0,sdssr,r,False,COLIBRI-VIS,,time_match
GCN-260511_110100,44568,2026-05-11 14:27:31.999999766+00:00,17.61,,,gaia::grp,,,VT,,not_found
GCN-260511_110100,44568,2026-05-11 14:27:31.999999766+00:00,18.0,18.0,0.0,gaia::gbp,VT_B,False,VT,,family_order_match
GCN-260511_110100,44568,2026-05-11 21:10:04.000000376+00:00,19.05,,,gaia::grp,,,VT,,not_found
GCN-260511_110100,44568,2026-05-11 21:10:04.000000376+00:00,19.52,19.52,0.0,gaia::gbp,VT_B,False,VT,,family_order_match
GCN-260511_110100,44572,2026-05-11 21:44:05.999999948+00:00,19.45,19.45,0.0,gotol,L,False,GCN,GOTO,time_match
GCN-260511_110100,44574,2026-05-12 00:14:07.999999575+00:00,19.68,,,sdssr,,,LCO-SAAO,,not_found
GCN-260511_110100,44574,2026-05-12 05:08:56.000000402+00:00,19.71,19.71,0.0,sdssz,z,False,GCN,,family_order_match
GCN-260511_110100,44576,2026-05-11 16:49:07.999999927+00:00,18.32,,,bessellr,,,GCN,,not_found
GCN-260511_110100,44577,2026-05-12 03:03:31.999679913+00:00,19.81,,,sdssr,,,GCN,,not_found
GCN-260511_110100,44577,2026-05-12 03:40:43.999999875+00:00,20.21,20.21,0.0,sdssg,g',False,GCN,,family_order_match
GCN-260511_110100,44577,2026-05-12 03:44:20.000000083+00:00,19.71,19.71,0.0,sdssi,i',False,GCN,,family_order_match
GCN-260511_110100,44582,2026-05-11 19:28:40.000000157+00:00,18.75,18.75,0.0,bessellr,Rc,False,GCN,,family_order_match
GCN-260511_110100,44582,2026-05-11 19:30:11.983680095+00:00,19.100087107458137,19.09,0.010087107458137012,bessellv,V,False,GCN,,family_order_match
GCN-260511_110100,44582,2026-05-11 19:31:26.999999590+00:00,18.941311834510806,18.5,0.441311834510806,besselli,Ic,False,GCN,,family_order_match
GCN-260511_110100,44582,2026-05-11 19:34:18.999999569+00:00,19.45785974656259,19.56,-0.10214025343740829,bessellb,B,False,GCN,,family_order_match
GCN-260511_110100,44592,2026-05-11 21:54:49.999999619+00:00,18.86008710745814,,,bessellv,,,GCN,,not_found
GCN-260511_110100,44592,2026-05-11 23:01:51.999999988+00:00,18.960087107458136,,,bessellv,,,GCN,,not_found
GCN-260511_110100,44593,2026-05-11 16:22:15.000000055+00:00,17.55930187752905,16.66,0.8993018775290516,2massj,J,False,GCN,,family_order_match
GCN-260511_110100,44593,2026-05-11 16:34:36.799679853+00:00,17.469301877529052,16.57,0.8993018775290516,2massj,J,False,GCN,,family_order_match
GCN-260511_110100,44593,2026-05-11 16:46:47.596799758+00:00,17.749301877529053,16.85,0.8993018775290516,2massj,J,False,GCN,,family_order_match
GCN-260511_110100,44593,2026-05-11 16:59:37.999680120+00:00,18.05930187752905,17.16,0.8993018775290516,2massj,J,False,GCN,,family_order_match
GCN-260511_110100,44593,2026-05-11 17:11:59.596799904+00:00,17.999301877529053,17.1,0.8993018775290516,2massj,J,False,GCN,,family_order_match
GCN-260511_110100,44593,2026-05-11 18:01:11.599680164+00:00,18.00930187752905,17.11,0.8993018775290516,2massj,J,False,GCN,,family_order_match
GCN-260511_110100,44593,2026-05-11 18:22:33.196799827+00:00,18.159301877529053,17.26,0.8993018775290516,2massj,J,False,GCN,,family_order_match
GCN-260511_110100,44593,2026-05-11 18:43:43.999622650+00:00,18.359301877529052,17.46,0.8993018775290516,2massj,J,False,GCN,,family_order_match
GCN-260511_110100,44600,2026-05-12 19:37:39.967680250+00:00,21.123287296387883,,,bessellr,,,GCN,,not_found
GCN-260511_110100,44600,2026-05-13 20:16:57.823680095+00:00,21.68328729638788,,,bessellr,,,GCN,,not_found
GCN-260511_110100,44610,2026-05-12 16:17:44.000000200+00:00,22.45,22.45,0.0,sdssu,u,False,GCN,,time_match
GCN-260511_110100,44610,2026-05-12 16:17:46.000000040+00:00,20.7,20.7,0.0,sdssi,i,False,GCN,,time_match
GCN-260511_110100,44610,2026-05-12 16:17:47.000000276+00:00,21.19,21.19,0.0,sdssg,g,False,GCN,,time_match
GCN-260511_110100,44610,2026-05-12 16:29:15.000000167+00:00,21.77,21.77,0.0,bessellv,v,False,GCN,,time_match
GCN-260511_110100,44610,2026-05-12 16:29:17.000000007+00:00,21.03,21.03,0.0,sdssr,r,False,Mephisto,,time_match
GCN-260511_110100,44610,2026-05-12 16:29:17.000000007+00:00,20.4,20.4,0.0,sdssz,z,False,GCN,,time_match
GCN-260511_110100,44615,2026-05-14 12:52:32.999999649+00:00,21.6,21.6,0.0,sdssr,r,False,GCN,,family_order_match
GCN-260511_110100,44618,2026-05-12 21:20:45.196799723+00:00,21.33,21.33,0.0,sdssr,r,False,GCN,,family_order_match
GCN-260515_190819,44624,2026-05-15 19:12:34.000000024+00:00,15.78,15.78,0.0,gaia::grp,VT_R,False,VT,,time_match
GCN-260515_190819,44624,2026-05-15 19:12:34.000000024+00:00,16.16,16.16,0.0,gaia::gbp,VT_B,False,VT,,time_match
GCN-260515_190819,44821,2026-06-03 04:26:17.999999649+00:00,24.0,,,gaia::gbp,,,VT,,not_found
GCN-260515_190819,44821,2026-06-03 04:26:17.999999649+00:00,23.5,,,gaia::grp,,,VT,,not_found
GCN-260516_203828,44653,2026-05-16 20:56:07.999999834+00:00,17.1,,,bessellr,,,GCN,,not_found
GCN-260516_203828,44653,2026-05-16 21:13:09.999999851+00:00,18.59328729638788,,,bessellr,,,GCN,,not_found
GCN-260516_203828,44654,2026-05-16 22:21:14.000000256+00:00,19.0,19.0,0.0,gaia::grp,VT_R,False,VT,,family_order_match
GCN-260516_203828,44654,2026-05-16 22:22:26.000000114+00:00,19.62,19.62,0.0,gaia::gbp,VT_B,False,VT,,family_order_match
GCN-260516_203828,44656,2026-05-17 02:55:06.000000421+00:00,21.0,,,ps1::open,,,GCN,,not_found
GCN-260603_053715,44791,2026-06-03 05:51:11.499840311+00:00,19.27,19.27,0.0,sdssz,z,False,GCN,,family_order_match
GCN-260603_053715,44791,2026-06-03 05:51:11.499840311+00:00,19.78,19.78,0.0,sdssr,r,False,GCN,,family_order_match
GCN-260603_053715,44797,2026-06-03 06:55:30.000288086+00:00,20.87,20.87,0.0,sdssz,z,False,GCN,,family_order_match
GCN-260603_053715,44797,2026-06-03 06:55:30.000288086+00:00,20.96,20.96,0.0,sdssi,i,False,GCN,,family_order_match
GCN-260603_053715,44797,2026-06-03 06:55:30.000288086+00:00,21.23,21.23,0.0,sdssr,r,False,GCN,,family_order_match
GCN-260603_053715,44797,2026-06-03 06:55:30.000288086+00:00,21.97,21.97,0.0,sdssg,g,False,GCN,,family_order_match
GCN-260603_053715,44799,2026-06-03 07:25:03.999999959+00:00,21.37,21.37,0.0,gaia::grp,VT_R,False,VT,,family_order_match
GCN-260603_053715,44799,2026-06-03 07:25:03.999999959+00:00,22.08,22.08,0.0,gaia::gbp,VT_B,False,VT,,family_order_match
GCN-260603_053715,44799,2026-06-03 09:02:16.000000356+00:00,21.74,21.74,0.0,gaia::grp,VT_R,False,VT,,family_order_match
GCN-260603_053715,44799,2026-06-03 09:02:51.999999970+00:00,22.4,22.4,0.0,gaia::gbp,VT_B,False,VT,,family_order_match
GCN-260603_053715,44800,2026-06-03 07:53:00.000000101+00:00,20.1,,,sdssr,,,KNC,,not_found
GCN-260603_053715,44820,2026-06-04 04:02:00.000384285+00:00,23.27,23.27,0.0,sdssr,r,False,GCN,,family_order_match
GCN-260604_202037,44827,2026-06-04 20:38:41.280000241+00:00,17.5,,,ps1::open,,,GCN,,not_found
GCN-260604_202037,44827,2026-06-04 20:41:47.000256216+00:00,16.42,,,ps1::open,,,GCN,,not_found
GCN-260604_202037,44827,2026-06-04 20:48:59.000255991+00:00,16.63,,,ps1::open,,,GCN,,not_found
GCN-260604_202037,44827,2026-06-04 20:56:11.000255758+00:00,16.85,,,ps1::open,,,GCN,,not_found
GCN-260604_202037,44827,2026-06-04 21:06:59.000255732+00:00,17.12,,,ps1::open,,,GCN,,not_found
GCN-260604_202037,44832,2026-06-04 20:32:13.999775887+00:00,16.1,16.1,0.0,bessellr,R,False,GCN,,time_match
GCN-260604_202037,44834,2026-06-05 03:46:00.000047974+00:00,19.69,,,sdssg,,,GCN,,not_found
GCN-260604_202037,44834,2026-06-05 03:46:00.000047974+00:00,19.56,,,sdssr,,,GCN,,not_found
GCN-260604_202037,44834,2026-06-05 03:46:00.000047974+00:00,19.38,19.38,0.0,sdssi,i,False,GCN,,family_order_match
GCN-260604_202037,44834,2026-06-05 03:46:00.000047974+00:00,19.21,,,sdssz,,,GCN,,not_found
GCN-260604_202037,44837,2026-06-04 23:46:15.000095697+00:00,18.45,18.45,0.0,gotol,,False,GCN,,time_match
GCN-260604_202037,44837,2026-06-05 00:54:04.999967723+00:00,18.7,18.7,0.0,gotol,,False,GCN,,time_match
GCN-260604_202037,44837,2026-06-05 02:00:28.000224267+00:00,19.6,19.06,0.5400000000000027,gotol,,False,GCN,,time_match
GCN-260604_202037,44843,2026-06-05 00:34:00.999999966+00:00,18.6,18.6,0.0,sdssr,r,False,GCN,,family_order_match
GCN-260604_202037,44844,2026-06-05 20:13:31.999999543+00:00,21.8,,,sdssr,,,GCN,,not_found
GCN-260604_202037,44858,2026-06-05 22:03:43.000000372+00:00,21.543287296387884,21.35,0.1932872963878829,bessellr,R,False,GCN,,family_order_match
GCN-260604_202037,44858,2026-06-06 21:06:50.999999892+00:00,21.723287296387884,21.53,0.1932872963878829,bessellr,R,False,GCN,,family_order_match
GCN-260604_202037,44862,2026-06-07 17:02:48.999839809+00:00,21.373287296387883,21.18,0.1932872963878829,bessellr,R,False,GCN,,family_order_match
GCN-260604_202037,44872,2026-06-05 16:02:47.000255706+00:00,21.1,21.1,0.0,sdssg,g,False,GCN,,family_order_match
GCN-260604_202037,44877,2026-06-08 20:34:35.999999558+00:00,23.27328729638788,,,bessellr,,,GCN,,not_found
GCN-260614_134953,44939,2026-06-14 13:56:46.000000124+00:00,16.35,16.35,0.0,gaia::grp,VT_R,False,VT,,time_match
GCN-260614_134953,44939,2026-06-14 13:56:46.000000124+00:00,19.25,19.25,0.0,gaia::gbp,VT_B,False,VT,,time_match
GCN-260614_134953,44939,2026-06-14 14:01:21.000000282+00:00,16.71,16.71,0.0,gaia::grp,VT_R,False,VT,,time_match
GCN-260614_134953,44943,2026-06-14 13:52:58.999999866+00:00,15.56,15.56,0.0,gaia::grp,VT_R,False,VT,,family_order_match
GCN-260614_134953,44943,2026-06-14 13:52:58.999999866+00:00,18.28,18.28,0.0,gaia::gbp,VT_B,False,VT,,family_order_match
GCN-260614_134953,44943,2026-06-14 16:55:53.000000307+00:00,20.3,20.3,0.0,gaia::grp,VT_R,False,VT,,family_order_match
GCN-260614_134953,44943,2026-06-14 16:59:28.999999875+00:00,23.0,23.0,0.0,gaia::gbp,VT_B,False,VT,,family_order_match
GCN-260619_021200,44999,2026-06-19 10:30:04.999999907+00:00,21.91,21.91,0.0,sdssz,z,False,GCN,,family_order_match
GCN-260619_021200,44999,2026-06-19 10:30:04.999999907+00:00,22.13,,,bessellr,,,GCN,,not_found
GCN-260619_021200,45003,2026-06-19 08:11:58.999999810+00:00,22.56,,,gaia::gbp,,,GCN,,not_found
GCN-260619_021200,45003,2026-06-19 08:11:58.999999810+00:00,22.63,,,gaia::grp,,,GCN,,not_found
GCN-260619_021200,45008,2026-06-19 06:11:59.000000228+00:00,21.4,,,bessellr,,,TRT,,not_found
GCN-260619_021200,45015,2026-06-20 04:58:04.999999730+00:00,22.26,22.26,0.0,sdssi,i,False,GCN,,family_order_match
GCN-260704_034025,45083,2026-07-05 02:47:02.400000155+00:00,22.5,22.5,0.0,sdssi,i,False,GCN,,family_order_match
GCN-260704_034025,45102,2026-07-05 09:22:37.000127991+00:00,22.7,22.7,0.0,sdssz,z,False,COLIBRI-VIS,,family_order_match
GCN-260704_034025,45102,2026-07-05 09:22:37.000127991+00:00,23.54,23.54,0.0,sdssr,r,False,COLIBRI-VIS,,family_order_match
GCN-260704_034025,45102,2026-07-06 08:33:02.999808086+00:00,23.19,23.19,0.0,sdssz,z,False,COLIBRI-VIS,,family_order_match
GCN-260704_034025,45102,2026-07-06 08:33:02.999808086+00:00,24.08,24.08,0.0,sdssr,r,False,GCN,,family_order_match
GCN-260705_130628,45084,2026-07-06 03:52:16.000000078+00:00,19.9,19.9,0.0,sdssz,z,False,GCN,,family_order_match
GCN-260705_130628,45084,2026-07-06 03:52:16.000000078+00:00,20.9,,,sdssr,,,GCN,,not_found
GCN-260705_130628,45105,2026-07-07 09:34:59.999999926+00:00,21.44,21.44,0.0,sdssi,i,False,GCN,,time_match
GCN-260705_130628,45105,2026-07-07 09:34:59.999999926+00:00,21.48,21.48,0.0,sdssr,r,False,GCN,,time_match
GCN-260706_161221,45098,2026-07-07 08:15:35.000000009+00:00,22.3,,,sdssr,,,GCN,,not_found
GCN-260706_161221,45100,2026-07-07 04:49:09.999999768+00:00,19.4,19.4,0.0,sdssr,r,False,GCN,,family_order_match
GCN-260706_161221,45113,2026-07-07 07:42:09.999999656+00:00,22.0,,,gaia::gbp,,,VT,,not_found
GCN-260706_161221,45113,2026-07-07 07:42:10.999999892+00:00,22.0,,,gaia::grp,,,VT,,not_found
GCN-260718_111632,45178,2026-07-18 12:01:03.000000270+00:00,21.5,21.5,0.0,gaia::grp,VT_R,False,VT,,family_order_match
GCN-260718_111632,45178,2026-07-18 12:01:03.999935749+00:00,21.5,21.5,0.0,gaia::gbp,VT_B,False,VT,,family_order_match
GCN-260718_111632,45178,2026-07-18 12:06:03.999743732+00:00,21.5,21.5,0.0,gaia::grp,VT_R,False,VT,,family_order_match
GCN-260718_111632,45179,2026-07-18 12:16:01.999999822+00:00,23.0,,,gaia::grp,,,VT,,not_found
GCN-260718_111632,45179,2026-07-18 12:17:43.999999782+00:00,23.2,,,gaia::gbp,,,VT,,not_found
GCN-260718_111632,45184,2026-07-18 18:39:31.000000412+00:00,20.1,,,sdssz,,,LCO-SAAO,,not_found
GCN-260718_111632,45185,2026-07-18 19:38:45.000000139+00:00,15.0,15.0,0.0,ps1::open,C,False,GCN,MASTER-SAAO,time_match
GCN-260718_111632,45185,2026-07-18 19:45:29.000000283+00:00,16.1,16.1,0.0,ps1::open,C,False,GCN,MASTER-SAAO,time_match
GCN-260718_111632,45185,2026-07-18 20:21:28.999999782+00:00,14.7,14.7,0.0,ps1::open,C,False,GCN,MASTER-SAAO,time_match
GCN-260718_111632,45185,2026-07-18 20:29:53.000000039+00:00,13.7,13.7,0.0,ps1::open,C,False,GCN,MASTER-SAAO,time_match
GCN-260718_111632,45185,2026-07-18 20:31:30.999999688+00:00,12.8,12.8,0.0,ps1::open,C,False,GCN,MASTER-SAAO,time_match
GCN-260718_111632,45185,2026-07-18 20:33:13.999999875+00:00,14.4,14.4,0.0,ps1::open,C,False,GCN,MASTER-SAAO,time_match
GCN-260718_111632,45185,2026-07-18 20:41:51.000000031+00:00,13.6,13.6,0.0,ps1::open,C,False,GCN,MASTER-SAAO,time_match
GRB-241025_013651,37862,2024-10-25 02:25:51.196799801+00:00,19.68,19.68,0.0,bessellr,R,False,TRT-SRO,,family_order_match
GRB-241025_013651,37889,2024-10-25 02:37:00.000192267+00:00,19.64,19.64,0.0,sdssr,r,False,COLIBRI-VIS,,family_order_match
GRB-241025_013651,37890,2024-10-25 16:08:57.998399930+00:00,20.3,20.3,0.0,sdssi,i',False,GCN,,time_match
GRB-241025_013651,37891,2024-10-25 17:18:57.202560086+00:00,20.07,,,sdssi,,,GCN,,not_found
GRB-241025_013651,37891,2024-10-25 17:18:57.202560086+00:00,22.04,,,sdssr,,,GCN,,not_found
GRB-241025_013651,37893,2024-10-25 14:42:49.999680017+00:00,20.643287296387882,,,bessellr,,,GCN,,not_found
GRB-241025_013651,37912,2024-10-26 17:43:50.998079922+00:00,21.893287296387882,21.7,0.1932872963878829,bessellr,R,False,GCN,,family_order_match
GRB-241025_013651,37914,2024-10-26 20:02:36.562560025+00:00,22.363287296387885,22.17,0.1932872963878829,bessellr,R,False,GCN,,family_order_match
GRB-241025_013651,37919,2024-10-25 01:40:09.999999888+00:00,17.55,17.55,0.0,uvot::white,white,False,UVOTXRT,,family_order_match
GRB-241025_013651,37923,2024-10-27 20:08:22.162560095+00:00,23.173287296387883,22.98,0.1932872963878829,bessellr,R,False,GCN,,family_order_match
GRB-241025_013651,38114,2024-10-28 04:58:26.002560069+00:00,23.6,23.6,0.0,sdssr,r',False,GCN,,family_order_match
GRB-250329_041752,39915,2025-03-29 04:18:00.000000167+00:00,17.91,17.91,0.0,sdssi,i,False,COLIBRI-VIS,,time_match
GRB-250424_065229,40224,2025-04-24 06:57:57.510144164+00:00,19.654311612155237,,,uvot::white,,,UVOTXRT,,not_found
GRB-250424_065229,40225,2025-04-24 06:53:50.513279930+00:00,15.872841501152188,14.5,1.3728415011521875,2massh,H,False,GCN,,family_order_match
GRB-250424_065229,40226,2025-04-24 07:32:59.999712043+00:00,19.4,19.4,0.0,ps1::w,w,False,GCN,,family_order_match
GRB-250424_065229,40228,2025-04-24 07:43:32.000160267+00:00,19.09,19.09,0.0,sdssr,r,False,GCN,,family_order_match
GRB-250424_065229,40229,2025-04-24 06:58:47.000063818+00:00,19.33,19.33,0.0,sdssu,u,False,GCN,,family_order_match
GRB-250424_065229,40229,2025-04-24 07:01:31.999872311+00:00,18.98,18.98,0.0,sdssg,g,False,GCN,,family_order_match
GRB-250424_065229,40229,2025-04-24 07:04:16.999680164+00:00,18.58,18.58,0.0,sdssr,r,False,GCN,,family_order_match
GRB-250424_065229,40229,2025-04-24 07:07:02.000351784+00:00,18.26,18.26,0.0,sdssi,i,False,GCN,,family_order_match
GRB-250424_065229,40229,2025-04-24 07:09:45.999647688+00:00,18.22,18.22,0.0,sdssz,z,False,GCN,,family_order_match
GRB-250424_065229,40230,2025-04-24 08:39:06.776000173+00:00,19.1,18.93,0.1700000000000017,sdssi,i,False,COLIBRI-VIS,,time_match
GRB-250424_065229,40241,2025-04-24 07:16:56.000000291+00:00,19.263087107458137,19.253,0.010087107458137012,bessellv,V,False,GCN,PROMPT-5,family_order_match
GRB-250424_065229,40241,2025-04-24 07:19:57.510335801+00:00,18.693287296387883,18.5,0.1932872963878829,bessellr,R,False,GCN,PROMPT-5,family_order_match
GRB-250424_065229,40244,2025-04-24 07:09:25.509996959+00:00,20.08097123571111,18.4,1.6809712357111124,uvot::uvm2,m2,False,UVOTXRT,,family_order_match
GRB-250424_065229,40244,2025-04-24 07:10:14.910000582+00:00,20.16160790047249,19.15,1.011607900472491,uvot::u,u,False,UVOTXRT,,family_order_match
GRB-250424_065229,40244,2025-04-24 07:11:15.909998498+00:00,20.948618409686887,19.44,1.5086184096868855,uvot::uvw1,w1,False,UVOTXRT,,family_order_match
GRB-250424_065229,40244,2025-04-24 07:11:52.559997728+00:00,18.699714357296564,18.7,-0.00028564270343522935,uvot::v,v,False,UVOTXRT,,family_order_match
GRB-250424_065229,40244,2025-04-24 07:12:04.709997210+00:00,19.857006613041904,19.97,-0.11299338695809524,uvot::b,b,False,UVOTXRT,,family_order_match
GRB-250424_065229,40244,2025-04-24 07:12:54.609998126+00:00,21.627151461521052,19.9,1.7271514615210535,uvot::uvw2,w2,False,UVOTXRT,,family_order_match
GRB-250424_065229,40263,2025-04-25 00:54:16.511039870+00:00,21.320087107458132,21.31,0.01008710745813346,bessellv,V,False,GCN,,family_order_match
GRB-250424_065229,40263,2025-04-25 06:52:12.999647965+00:00,21.96785974656259,22.07,-0.10214025343741184,bessellb,B,False,GCN,,family_order_match
GRB-250424_065229,40263,2025-04-25 07:07:20.000064302+00:00,21.04,21.04,0.0,sdssr,r,False,GCN,,family_order_match
GRB-250617_210150,40760,2025-06-17 21:16:21.110016120+00:00,18.17,,,uvot::white,,,UVOTXRT,,not_found
GRB-250617_210150,40761,2025-06-17 22:00:46.080000302+00:00,18.50328729638788,18.31,0.1932872963878829,bessellr,R,False,GCN,,family_order_match
GRB-250617_210150,40761,2025-06-17 22:13:54.912000181+00:00,18.853287296387883,18.66,0.1932872963878829,bessellr,R,False,GCN,,family_order_match
GRB-250617_210150,40762,2025-06-17 21:34:35.327999749+00:00,18.64,18.64,0.0,bessellr,R,False,GCN,,family_order_match
GRB-250617_210150,40772,2025-06-18 02:24:33.999999652+00:00,21.1,21.1,0.0,sdssg,VT_B,False,GCN,,time_match
GRB-250617_210150,40772,2025-06-18 02:24:33.999999652+00:00,20.11,20.11,0.0,besselli,VT_R,False,GCN,,time_match
GRB-250617_210150,40776,2025-06-18 08:14:26.109600311+00:00,21.3,21.3,0.0,sdssr,r,False,GCN,,family_order_match
GRB-250617_210150,40778,2025-06-17 21:16:21.610271775+00:00,18.18,18.18,0.0,uvot::white,white,False,UVOTXRT,,family_order_match
GRB-250617_210150,40778,2025-06-17 21:25:22.609919844+00:00,18.91,18.91,0.0,uvot::b,b,False,UVOTXRT,,family_order_match
GRB-250617_210150,40778,2025-06-17 21:31:19.610399974+00:00,18.3,18.3,0.0,uvot::uvm2,m2,False,UVOTXRT,,family_order_match
GRB-250617_210150,40778,2025-06-17 21:31:43.609727904+00:00,19.32,19.32,0.0,uvot::uvw1,w1,False,UVOTXRT,,family_order_match
GRB-250617_210150,40778,2025-06-17 21:31:56.610335697+00:00,19.2,19.2,0.0,uvot::uvw2,w2,False,UVOTXRT,,family_order_match
GRB-250617_210150,40778,2025-06-17 21:32:19.109759775+00:00,18.72,18.72,0.0,uvot::v,v,False,UVOTXRT,,family_order_match
GRB-250617_210150,40778,2025-06-18 01:16:14.110175835+00:00,19.97930187752905,,,2massj,,,GCN,,not_found
GRB-250617_210150,40783,2025-06-18 18:28:57.000287861+00:00,21.58,21.58,0.0,sdssr,r',False,GCN,,family_order_match
GRB-250617_210150,40789,2025-06-18 22:51:59.999999898+00:00,21.59328729638788,,,bessellr,,,GCN,,not_found
GRB-250617_210150,40804,2025-06-18 00:05:21.000191965+00:00,19.444372865820085,19.24,0.20437286582008696,ps1::open,CR,False,GCN,,family_order_match
GRB-250617_210150,40804,2025-06-18 01:47:28.000031870+00:00,20.954372865820083,20.75,0.2043728658200834,ps1::open,CR,False,GCN,,family_order_match
GRB-250617_210150,40823,2025-06-23 17:22:48.999936129+00:00,23.09328729638788,22.9,0.1932872963878829,bessellr,R,False,GCN,AZT-33IK,family_order_match
GRB-250617_210150,40823,2025-06-24 23:14:03.000192241+00:00,23.59328729638788,23.4,0.1932872963878829,bessellr,Rc,False,GCN,Zeiss-1000,family_order_match
GRB-250625_160457,40839,2025-06-26 20:21:41.999999673+00:00,21.13,21.13,0.0,bessellv,V,False,GCN,,family_order_match
GRB-250625_160457,40842,2025-06-25 16:08:17.999999908+00:00,20.0,,,sdssi,,,GCN,,not_found
GRB-250625_160457,40842,2025-06-25 16:31:28.000000456+00:00,20.52,,,sdssr,,,GCN,,not_found
GRB-250625_160457,40843,2025-06-25 19:40:01.000000300+00:00,20.2,,,bessellv,,,GCN,,not_found
GRB-250625_160457,40846,2025-06-26 01:09:07.000000044+00:00,23.75,23.75,0.0,sdssz,z,False,GTC/OSIRIS,,time_match
GRB-250625_160457,40848,2025-06-25 17:41:35.000000064+00:00,20.0,,,bessellr,,,GCN,,not_found
GRB-250625_160457,40848,2025-06-25 18:38:07.999999872+00:00,21.5,,,bessellr,,,GCN,,not_found
GRB-250628_005557,40859,2025-06-28 08:51:48.000000029+00:00,23.7,,,sdssg,,,GCN,,not_found
GRB-250628_005557,40865,2025-06-28 06:17:20.000000454+00:00,16.17284150115219,14.8,1.372841501152191,2massh,H,False,GCN,,family_order_match
GRB-250702_210643,40896,2025-07-02 21:33:57.999999899+00:00,17.12,17.12,0.0,gotol,L,False,GCN,,time_match
GRB-250702_210643,40900,2025-07-02 22:24:00.999999688+00:00,17.99,,,bessellr,,,GCN,,not_found
GRB-250702_210643,40925,2025-07-03 17:42:27.999999881+00:00,19.5,,,besselli,,,GCN,,not_found
GRB-250702_210643,40926,2025-07-02 21:38:42.999999881+00:00,17.33,,,ps1::open,,,GCN,,not_found
GRB-250702_210643,40926,2025-07-02 21:52:08.000000094+00:00,17.72,,,ps1::open,,,GCN,,not_found
