source_id,circular_id,observation_time_utc,mag_skyportal,mag_circular,mag_difference,band_skyportal,band_circular,bands_agree,instrument_skyportal,instrument_circular,match_status
GCN-251013_173943,42298,2025-10-15 07:20:57.000191792+00:00,22.514311612155236,21.66,0.8543116121552359,uvot::white,white,False,GCN,,family_order_match
GCN-251013_173943,42301,2025-10-13 20:50:30.000000027+00:00,16.483287296387882,16.29,0.1932872963878829,bessellr,Rc (Vega),False,GCN,Montarrenti Obs.,family_order_match
GCN-251013_173943,42301,2025-10-14 00:07:54.000000163+00:00,17.823287296387882,17.63,0.1932872963878829,bessellr,Rc (Vega),False,GCN,iT72,family_order_match
GCN-251013_173943,42301,2025-10-14 01:55:18.000000298+00:00,18.24,18.24,0.0,sdssr,r (AB),False,GCN,CDK17 AITP,family_order_match
GCN-251013_173943,42319,2025-10-16 13:23:15.000000250+00:00,21.04,21.04,0.0,sdssr,r,False,GCN,,family_order_match
GCN-251013_173943,42334,2025-10-14 01:46:49.152000285+00:00,18.62,18.62,0.0,sdssg,g,False,GCN,,time_match
GCN-251013_173943,42334,2025-10-14 01:48:14.687999688+00:00,18.36,18.36,0.0,sdssr,r,False,GCN,,time_match
GCN-251013_173943,42334,2025-10-14 01:49:38.495999775+00:00,18.14,18.14,0.0,sdssi,i,False,GCN,,time_match
GCN-251013_173943,42334,2025-10-14 01:51:02.303999861+00:00,19.07,19.07,0.0,sdssu,u,False,GCN,,time_match
GCN-251013_173943,42334,2025-10-14 01:53:25.728000008+00:00,18.0,18.0,0.0,sdssz,z,False,GCN,,time_match
GCN-251013_173943,42338,2025-10-17 19:05:32.999999677+00:00,20.74,,,sdssr,,,GCN,,not_found
GCN-251013_173943,42396,2025-10-13 21:40:38.000000363+00:00,16.943287296387883,16.75,0.1932872963878829,bessellr,Clear,False,GCN,,time_match
GCN-251013_173943,42396,2025-10-13 21:56:46.999999933+00:00,17.053287296387882,16.86,0.1932872963878829,bessellr,Clear,False,GCN,,time_match
GCN-251013_173943,42396,2025-10-13 22:15:08.000000196+00:00,17.193287296387883,17.0,0.1932872963878829,bessellr,Clear,False,GCN,,time_match
GCN-251013_173943,42396,2025-10-13 22:37:49.999999851+00:00,17.383287296387884,17.19,0.1932872963878829,bessellr,Clear,False,GCN,,time_match
GCN-251013_173943,42396,2025-10-13 22:59:27.000000035+00:00,17.66328729638788,17.47,0.1932872963878829,bessellr,Clear,False,GCN,,time_match
GCN-251013_173943,42396,2025-10-13 23:31:46.000000050+00:00,17.543287296387884,17.35,0.1932872963878829,bessellr,Clear,False,GCN,,time_match
GCN-251013_173943,42396,2025-10-14 00:04:13.000000048+00:00,17.733287296387882,17.54,0.1932872963878829,bessellr,Clear,False,GCN,,time_match
GCN-251013_173943,42399,2025-10-20 19:59:38.000000094+00:00,21.803287296387882,,,bessellr,,,GCN,,not_found
GCN-251013_173943,42399,2025-10-21 17:02:31.000000300+00:00,21.993287296387884,,,bessellr,,,GCN,,not_found
GCN-251013_173943,42569,2025-10-14 00:05:59.999999916+00:00,18.11,18.11,0.0,sdssg,g,False,GCN,,time_match
GCN-251013_173943,42569,2025-10-14 00:06:09.999999740+00:00,17.55,17.55,0.0,sdssi,i,False,GCN,,time_match
GCN-251013_173943,42569,2025-10-14 00:12:57.999999556+00:00,17.77,17.77,0.0,sdssr,r,False,GCN,,time_match
GCN-251013_173943,42736,2025-10-15 17:37:25.000000092+00:00,21.693287296387883,,,bessellr,,,GCN,,not_found
GCN-251013_173943,42736,2025-10-17 16:59:43.999999615+00:00,20.603287296387883,23.0,-2.396712703612117,bessellr,20.41,False,GCN,SAO/Zeiss-1000,time_match
GCN-251013_173943,42736,2025-10-18 14:42:04.999999536+00:00,21.013287296387883,21.5,-0.4867127036121168,bessellr,20.82,False,GCN,Mondy/AZT-33IK,time_match
GCN-251013_173943,42736,2025-10-18 18:54:42.999999871+00:00,21.213287296387882,23.4,-2.186712703612116,bessellr,21.02,False,GCN,SAO/Zeiss-1000,time_match
GCN-251013_173943,42736,2025-10-19 12:36:05.999999641+00:00,21.77328729638788,23.2,-1.426712703612118,bessellr,21.58,False,GCN,Mondy/AZT-33IK,time_match
GCN-251013_173943,42736,2025-10-20 18:43:33.000000409+00:00,20.893287296387882,21.8,-0.9067127036121185,bessellr,20.70,False,GCN,Koshka/Ziess-1000,time_match
GCN-251013_173943,42736,2025-10-21 12:30:54.999999861+00:00,22.083287296387883,23.0,-0.9167127036121165,bessellr,21.89,False,GCN,Mondy/AZT-33IK,time_match
GCN-251013_173943,42736,2025-10-22 12:29:58.999999977+00:00,21.823287296387882,22.4,-0.5767127036121167,bessellr,21.63,False,GCN,Mondy/AZT-33IK,time_match
GCN-251013_173943,42736,2025-10-23 12:05:15.999999688+00:00,22.50328729638788,22.5,0.003287296387881611,bessellr,22.31,False,GCN,Mondy/AZT-33IK,time_match
GCN-251013_173943,42736,2025-10-23 19:20:36.999999775+00:00,22.50328729638788,22.5,0.003287296387881611,bessellr,22.31,False,GCN,SAO/Zeiss-1000,time_match
GCN-251013_173943,42736,2025-10-24 18:54:04.999999786+00:00,22.193287296387883,,,bessellr,,,GCN,,not_found
GCN-251013_173943,42736,2025-10-25 16:11:31.000000384+00:00,21.893287296387882,23.1,-1.2067127036121192,bessellr,21.70,False,GCN,CrAO/ZTSh,time_match
GCN-251013_173943,42736,2025-10-26 13:33:50.999999938+00:00,21.893287296387882,22.9,-1.0067127036121164,bessellr,21.70,False,GCN,Mondy/AZT-33IK,time_match
GCN-251013_173943,42736,2025-10-27 12:22:46.999999571+00:00,22.323287296387882,22.7,-0.3767127036121174,bessellr,22.13,False,GCN,Mondy/AZT-33IK,time_match
GCN-251013_173943,42736,2025-10-28 12:32:35.999999586+00:00,22.423287296387883,22.4,0.023287296387884737,bessellr,22.23,False,GCN,Mondy/AZT-33IK,time_match
GCN-251013_173943,42736,2025-10-28 19:37:10.999999539+00:00,22.653287296387884,22.8,-0.14671270361211697,bessellr,22.46,False,GCN,SAO/Zeiss-1000,time_match
GCN-251203_183345,42980,2025-12-03 19:11:16.999999627+00:00,20.2,,,sdssr,,,GCN,,not_found
GCN-251203_183345,42980,2025-12-03 19:32:16.999999961+00:00,19.0,19.0,0.0,sdssz,z,False,GCN,,family_order_match
GCN-251222_170549,43194,2025-12-22 21:37:34.000000098+00:00,18.96,18.96,0.0,bessellr,R,False,GCN,,family_order_match
GCN-251222_170549,43195,2025-12-22 18:56:54.999999916+00:00,18.7,,,ps1::open,,,GCN,,not_found
GCN-251222_170549,43197,2025-12-22 19:05:45.999999576+00:00,18.04,18.04,0.0,2massj,J,False,GCN,,family_order_match
GCN-251222_170549,43203,2025-12-22 17:14:07.002240034+00:00,18.27,,,bessellb,,,GCN,,not_found
GCN-251222_170549,43203,2025-12-22 17:14:07.002240034+00:00,17.57,,,bessellr,,,GCN,,not_found
GCN-251222_170549,43203,2025-12-22 22:24:15.202656008+00:00,18.56,,,bessellr,,,GCN,,not_found
GCN-251222_170549,43204,2025-12-23 03:48:43.000128198+00:00,19.91,19.91,0.0,sdssr,r,False,GCN,,family_order_match
GCN-251222_170549,43207,2025-12-22 20:28:35.000000037+00:00,18.583287296387883,,,bessellr,,,GCN,,not_found
GCN-251222_170549,43207,2025-12-22 20:41:05.000352008+00:00,18.583287296387883,,,bessellr,,,GCN,,not_found
GCN-251222_170549,43208,2025-12-22 20:13:09.999839758+00:00,18.55,,,sdssr,,,GCN,,not_found
GCN-251222_170549,43209,2025-12-22 23:04:16.999967879+00:00,19.51,19.51,0.0,gotol,L,False,GCN,,time_match
GCN-251222_170549,43212,2025-12-22 18:50:37.000000193+00:00,18.55,18.55,0.0,sdssr,r',False,GCN,,family_order_match
GCN-251222_170549,43224,2025-12-23 19:09:39.000384077+00:00,19.991311834510807,,,besselli,,,GCN,,not_found
GCN-251222_170549,43225,2025-12-23 05:06:59.996159939+00:00,19.83,,,sdssr,,,GCN,,not_found
GCN-251222_170549,43225,2025-12-23 05:06:59.999616224+00:00,19.83,,,standard::r,,,GCN,,not_found
GCN-251222_170549,43225,2025-12-23 05:19:30.000000250+00:00,19.39,19.39,0.0,sdssz,z,False,GCN,,family_order_match
GCN-251222_170549,43226,2025-12-22 21:37:40.999872233+00:00,19.150087107458138,20.8,-1.6499128925418631,bessellv,19.14,False,GCN,,time_match
GCN-251222_170549,43226,2025-12-22 21:39:48.000096172+00:00,18.963287296387882,21.4,-2.436712703612116,bessellr,18.77,False,GCN,,time_match
GCN-251222_170549,43230,2025-12-23 19:00:01.839744138+00:00,20.653287296387884,20.46,0.1932872963878829,bessellr,R,False,GCN,AbAO/AS-32,family_order_match
GCN-251222_170549,43233,2025-12-23 22:19:53.999904233+00:00,20.68,20.68,0.0,sdssr,r,False,GCN,,family_order_match
GCN-251222_170549,43236,2025-12-23 11:09:21.599711930+00:00,19.48,19.48,0.0,sdssi,i,False,GCN,SLT,family_order_match
GCN-251222_170549,43273,2025-12-25 15:02:34.999872155+00:00,21.853287296387883,21.66,0.1932872963878829,bessellr,R,False,GCN,,family_order_match
GCN-260117_194305,43440,2026-01-17 19:48:01.000032039+00:00,18.5,18.5,0.0,sdssi,i,False,GCN,,family_order_match
GCN-260117_194305,43440,2026-01-17 19:57:31.000319930+00:00,19.7,19.7,0.0,sdssg,g,False,GCN,,family_order_match
GCN-260117_194305,43441,2026-01-18 00:05:00.999999957+00:00,22.98,,,2massh,,,GCN,,not_found
GCN-260117_194305,43441,2026-01-18 00:05:00.999999957+00:00,23.8,,,2massh,,,GCN,,not_found
GCN-260117_194305,43445,2026-01-18 07:56:00.000000055+00:00,23.7,24.27,-0.5700000000000003,2massh,r,False,GCN,,time_match
GCN-260117_194305,43445,2026-01-18 07:56:00.000000055+00:00,24.27,24.41,-0.14000000000000057,2massh,r,False,GCN,,time_match
GCN-260204_144829,43617,2026-02-04 16:23:41.999999645+00:00,19.3,,,gotol,,,GCN,,not_found
GCN-260204_144829,43620,2026-02-04 16:02:37.000000026+00:00,20.5,20.5,0.0,gaia::grp,VT_R,False,VT,,family_order_match
GCN-260204_144829,43620,2026-02-04 16:02:37.000000026+00:00,21.3,21.3,0.0,gaia::gbp,VT_B,False,VT,,family_order_match
GCN-260204_144829,43621,2026-02-04 15:14:30.999999929+00:00,20.26,20.26,0.0,sdssr,r,False,LCO-SAAO,,family_order_match
GCN-260204_144829,43621,2026-02-04 15:27:13.000000150+00:00,19.49,19.49,0.0,sdssz,z,False,LCO-SAAO,,family_order_match
GCN-260204_144829,43623,2026-02-05 08:48:48.999999680+00:00,23.3,23.3,0.0,gaia::gbp,VT_B,False,VT,,family_order_match
GCN-260204_144829,43623,2026-02-05 08:48:48.999999680+00:00,23.1,,,gaia::grp,,,VT,,not_found
GCN-260204_144829,43669,2026-02-04 21:36:08.000000112+00:00,20.8,,,uvot::u,,,UVOTXRT,,not_found
GCN-260211_192424,43707,2026-02-12 04:49:30.000000046+00:00,21.6,21.6,0.0,sdssz,z,False,COLIBRI-VIS,,family_order_match
GCN-260211_192424,43707,2026-02-12 04:49:30.000000046+00:00,23.0,23.0,0.0,sdssr,r,False,COLIBRI-VIS,,family_order_match
GCN-260211_192424,43709,2026-02-12 02:42:49.999999991+00:00,22.2,,,sdssr,,,LCO-SAAO,,not_found
GCN-260211_192424,43715,2026-02-11 20:04:10.999999790+00:00,20.12,,,gaia::gbp,,,GCN,,not_found
GCN-260211_192424,43718,2026-02-11 20:42:30.999999957+00:00,20.6,,,gotol,,,GCN,,not_found
GCN-260211_192424,43720,2026-02-11 20:55:45.000000111+00:00,23.0,,,gaia::gbp,,,VT,,not_found
GCN-260211_192424,43720,2026-02-11 21:45:32.999999538+00:00,22.5,,,gaia::grp,,,VT,,not_found
GCN-260211_192424,43720,2026-02-12 00:46:09.000000413+00:00,22.6,22.6,0.0,gaia::grp,VT_R,False,VT,,family_order_match
GCN-260211_192424,43720,2026-02-12 01:21:33.000000298+00:00,22.5,,,gaia::gbp,,,VT,,not_found
GCN-260211_192424,43748,2026-02-14 14:22:09.000000330+00:00,23.5,,,gaia::grp,,,VT,,not_found
GCN-260211_192424,43923,2026-03-03 04:02:56.999999673+00:00,22.91,22.91,0.0,gaia::grp,VT_R,False,VT,,family_order_match
GCN-260211_192424,43923,2026-03-05 02:50:57.000000053+00:00,22.85,22.85,0.0,gaia::grp,VT_R,False,VT,,family_order_match
GCN-260211_192424,43938,2026-03-06 21:48:33.000000131+00:00,22.5,22.5,0.0,sdssi,i,False,GCN,,family_order_match
GCN-260218_045328,43783,2026-02-19 09:08:54.999999962+00:00,21.36,21.36,0.0,sdssz,z,False,COLIBRI-VIS,,family_order_match
GCN-260218_045328,43783,2026-02-19 09:08:54.999999962+00:00,22.5,22.5,0.0,sdssr,r,False,COLIBRI-VIS,,family_order_match
GCN-260218_045328,43784,2026-02-18 23:32:53.000000001+00:00,21.5,,,gaia::gbp,,,GCN,,not_found
GCN-260218_045328,43792,2026-02-18 06:38:38.999999578+00:00,22.1,,,sdssr,,,LCO-SAAO,,not_found
GCN-260218_045328,43792,2026-02-18 06:40:39.999999573+00:00,20.2,20.2,0.0,sdssz,z,False,LCO-SAAO,,family_order_match
GCN-260218_045328,43819,2026-02-18 16:55:29.999999953+00:00,20.7,20.7,0.0,sdssi,i,False,GCN,,family_order_match
GCN-260218_045328,43819,2026-02-18 17:12:17.999999853+00:00,20.7,20.7,0.0,sdssg,g,False,GCN,,family_order_match
GCN-260218_045328,43819,2026-02-18 17:29:06.000000365+00:00,20.9,20.9,0.0,sdssr,r,False,GCN,,family_order_match
GCN-260225_085105,43837,2026-02-25 09:42:59.999999610+00:00,21.55,21.55,0.0,sdssr,r,False,COLIBRI-VIS,,family_order_match
GCN-260225_085105,43838,2026-02-25 09:55:27.000000091+00:00,22.0,,,gaia::grp,,,VT,,not_found
GCN-260225_085105,43838,2026-02-25 09:59:03.000000298+00:00,22.09,,,gaia::gbp,,,VT,,not_found
GCN-260225_085105,43861,2026-02-25 09:24:10.000000120+00:00,19.5,19.5,0.0,2massj,J,False,GCN,,family_order_match
GCN-260225_085105,43872,2026-02-26 19:53:39.000000413+00:00,23.3,23.3,0.0,gaia::grp,VT_R,False,VT,,family_order_match
GCN-260225_085105,43872,2026-02-26 19:56:03.000000131+00:00,23.6,23.6,0.0,gaia::gbp,VT_B,False,VT,,family_order_match
GCN-260228_205535,43886,2026-02-28 22:05:13.000000038+00:00,23.3,,,gaia::gbp,,,VT,,not_found
GCN-260228_205535,43886,2026-02-28 22:06:03.000000409+00:00,23.0,,,gaia::grp,,,VT,,not_found
GCN-260228_205535,43892,2026-03-01 09:40:00.000000278+00:00,22.5,22.5,0.0,sdssz,z,False,COLIBRI-VIS,,family_order_match
GCN-260228_205535,43892,2026-03-01 09:40:00.000000278+00:00,23.3,23.3,0.0,sdssr,r,False,COLIBRI-VIS,,family_order_match
GCN-260228_205535,43893,2026-03-01 03:34:00.000000361+00:00,21.0,,,sdssi,,,GCN,,not_found
GCN-260228_205535,43893,2026-03-01 03:34:00.000000361+00:00,22.1,,,sdssr,,,GCN,,not_found
GCN-260303_060127,42916,2026-03-03 06:22:50.999999882+00:00,17.62,,,gaia::grp,,,VT,,not_found
GCN-260303_060127,42916,2026-03-03 06:22:50.999999882+00:00,19.29,,,gaia::gbp,,,VT,,not_found
GCN-260303_060127,42916,2026-03-03 06:59:57.000000350+00:00,19.51,,,gaia::grp,,,VT,,not_found
GCN-260303_060127,42916,2026-03-03 06:59:57.000000350+00:00,20.48,,,gaia::gbp,,,VT,,not_found
GCN-260303_060127,43902,2026-03-03 06:13:31.999999961+00:00,18.19,18.19,0.0,sdssz,z,False,COLIBRI-VIS,,family_order_match
GCN-260303_060127,43902,2026-03-03 06:13:31.999999961+00:00,18.69,18.69,0.0,sdssr,r,False,COLIBRI-VIS,,family_order_match
GCN-260303_060127,43915,2026-03-03 07:08:36.000000337+00:00,19.2,,,2massj,,,GCN,,not_found
GCN-260303_060127,43925,2026-03-03 15:19:28.999999810+00:00,20.29,,,bessellr,,,GCN,,not_found
GCN-260321_181148,44080,2026-03-21 19:19:20.000000009+00:00,22.5,,,gaia::grp,,,VT,,not_found
GCN-260321_181148,44080,2026-03-21 19:19:55.999999623+00:00,22.7,,,gaia::gbp,,,VT,,not_found
GCN-260321_181148,44102,2026-03-22 08:03:59.000000126+00:00,23.6,23.6,0.0,sdssz,z,False,COLIBRI-VIS,,family_order_match
GCN-260321_181148,44102,2026-03-22 08:03:59.000000126+00:00,24.7,24.7,0.0,sdssr,r,False,COLIBRI-VIS,,family_order_match
GCN-260330_141932,44158,2026-03-30 17:10:57.000000406+00:00,20.4,,,sdssr,,,LCO-SAAO,,not_found
GCN-260330_141932,44158,2026-03-30 17:11:33.000000020+00:00,19.2,19.2,0.0,sdssz,z,False,LCO-SAAO,,family_order_match
GCN-260330_141932,44168,2026-03-30 15:19:57.000000063+00:00,22.5,,,gaia::grp,,,VT,,not_found
GCN-260330_141932,44168,2026-03-30 15:21:45.000000167+00:00,22.7,,,gaia::gbp,,,VT,,not_found
GCN-260330_141932,44205,2026-03-30 19:16:21.000000282+00:00,22.67,22.67,0.0,gaia::grp,VT_R,False,VT,,family_order_match
GCN-260330_141932,44205,2026-03-31 09:22:20.999999781+00:00,22.12,22.12,0.0,gaia::grp,VT_R,False,VT,,family_order_match
GCN-260330_141932,44212,2026-04-03 14:47:18.000000409+00:00,24.0,,,gaia::gbp,,,VT,,not_found
GCN-260330_141932,44212,2026-04-03 14:47:18.000000409+00:00,22.7,,,gaia::grp,,,VT,,not_found
GCN-260402_103018,44183,2026-04-02 11:14:34.000000209+00:00,22.0,22.0,0.0,sdssz,z,False,COLIBRI-VIS,,family_order_match
GCN-260402_103018,44183,2026-04-02 11:14:34.000000209+00:00,22.6,22.6,0.0,sdssr,r,False,COLIBRI-VIS,,family_order_match
GCN-260402_103018,44184,2026-04-02 10:55:45.999999929+00:00,19.1,,,ps1::open,,,GCN,,not_found
GCN-260402_103018,44185,2026-04-02 11:00:14.999999944+00:00,19.5,,,sdssr,,,KNC,,not_found
GCN-260402_103018,44189,2026-04-02 13:11:41.000000208+00:00,19.0,19.0,0.0,sdssi,i,False,GCN,,family_order_match
GCN-260402_103018,44190,2026-04-02 11:01:34.999999786+00:00,23.0,,,gaia::grp,,,VT,,not_found
GCN-260402_103018,44190,2026-04-02 11:01:34.999999786+00:00,23.1,,,gaia::gbp,,,VT,,not_found
GCN-260402_103018,44191,2026-04-02 14:09:35.999999697+00:00,20.5,,,sdssr,,,GCN,,not_found
GCN-260402_103018,44192,2026-04-02 11:28:51.999999608+00:00,18.9,18.9,0.0,2massj,J,False,GCN,,family_order_match
GCN-260402_103018,44199,2026-04-02 14:51:48.000000029+00:00,18.199301877529052,,,2massj,,,GCN,,not_found
GCN-260402_103018,44230,2026-04-07 13:19:07.999999714+00:00,22.13,,,ps1::open,,,GCN,,not_found
GCN-260402_103018,44233,2026-04-02 19:52:55.000000185+00:00,19.77,20.21,-0.4400000000000013,sdssu,g,False,GCN,,time_match
GCN-260402_103018,44233,2026-04-02 19:52:58.000000261+00:00,20.23,20.23,0.0,sdssi,i,False,GCN,,time_match
GCN-260402_103018,44233,2026-04-02 19:53:08.000000085+00:00,20.21,19.77,0.4400000000000013,sdssg,u,False,GCN,,time_match
GCN-260402_103018,44233,2026-04-02 19:55:40.000000408+00:00,18.81,20.33,-1.5199999999999996,standard::v,r,False,GCN,,time_match
GCN-260402_103018,44233,2026-04-02 19:55:41.999999617+00:00,19.48,19.48,0.0,sdssz,z,False,GCN,,time_match
GCN-260421_041318,44365,2026-04-21 04:31:37.000000044+00:00,18.47,,,2massh,,,GCN,,not_found
GCN-260421_041318,44365,2026-04-21 04:44:06.999999970+00:00,18.92,,,2massh,,,GCN,,not_found
GCN-260421_041318,44377,2026-04-21 04:18:56.000000059+00:00,15.77,15.77,0.0,gaia::grp,VT_R,False,VT,,family_order_match
GCN-260421_041318,44377,2026-04-21 04:18:56.000000059+00:00,16.23,16.23,0.0,gaia::gbp,VT_B,False,VT,,family_order_match
GCN-260421_041318,44377,2026-04-21 07:49:21.000000449+00:00,20.94,20.94,0.0,gaia::gbp,VT_B,False,VT,,family_order_match
GCN-260421_041318,44377,2026-04-21 07:53:28.999999959+00:00,20.52,20.52,0.0,gaia::grp,VT_R,False,VT,,family_order_match
GCN-260504_093119,44456,2026-05-04 09:45:42.999999992+00:00,19.66,19.66,0.0,sdssz,z,False,LCO-SAAO,,family_order_match
GCN-260504_093119,44477,2026-05-04 09:42:28.999999903+00:00,22.5,,,gaia::gbp,,,VT,,not_found
GCN-260504_093119,44477,2026-05-04 12:06:42.999999909+00:00,23.0,,,gaia::grp,,,VT,,not_found
GCN-260509_215104,44505,2026-05-09 21:56:18.999999680+00:00,20.13,20.13,0.0,gotol,L,False,GCN,,family_order_match
GCN-260509_215104,44506,2026-05-09 23:46:20.999711740+00:00,19.79,,,sdssr,,,GCN,,not_found
GCN-260509_215104,44506,2026-05-10 00:30:08.999740800+00:00,19.76,19.76,0.0,sdssz,z,False,GCN,,family_order_match
GCN-260509_215104,44507,2026-05-09 23:18:30.999999660+00:00,20.38,20.38,0.0,gaia::gbp,VT_B,False,VT,,time_match
GCN-260509_215104,44507,2026-05-09 23:18:30.999999660+00:00,19.8,19.8,0.0,gaia::grp,VT_R,False,VT,,time_match
GCN-260509_215104,44507,2026-05-09 23:58:59.000000200+00:00,20.67,20.67,0.0,gaia::gbp,VT_B,False,VT,,time_match
GCN-260509_215104,44507,2026-05-09 23:58:59.000000200+00:00,20.18,20.18,0.0,gaia::grp,VT_R,False,VT,,time_match
GCN-260509_215104,44509,2026-05-10 03:34:59.999999926+00:00,21.25,21.25,0.0,sdssg,g,False,GCN,,time_match
GCN-260509_215104,44509,2026-05-10 03:42:59.999999610+00:00,21.31,21.31,0.0,sdssr,r,False,GCN,,family_order_match
GCN-260509_215104,44509,2026-05-10 03:42:59.999999610+00:00,20.81,20.81,0.0,sdssz,z,False,GCN,,family_order_match
GCN-260509_215104,44509,2026-05-10 03:50:59.999999916+00:00,20.97,20.97,0.0,sdssi,i,False,GCN,,family_order_match
GCN-260509_215104,44510,2026-05-10 05:13:20.999683277+00:00,21.293287296387884,,,bessellr,,,GCN,,not_found
GCN-260509_215104,44512,2026-05-10 00:41:10.999999901+00:00,20.2,20.2,0.0,ps1::open,C,False,GCN,MASTER-OAFA,time_match
GCN-260509_215104,44512,2026-05-10 00:41:12.000000137+00:00,20.5,20.5,0.0,ps1::open,C,False,GCN,MASTER-OAFA,time_match
GCN-260509_215104,44512,2026-05-10 00:42:28.999999903+00:00,20.2,20.2,0.0,ps1::open,C,False,GCN,MASTER-OAFA,time_match
GCN-260509_215104,44512,2026-05-10 00:43:46.999999905+00:00,20.2,20.2,0.0,ps1::open,C,False,GCN,MASTER-OAFA,time_match
GCN-260509_215104,44512,2026-05-10 00:45:03.000000075+00:00,20.2,20.2,0.0,ps1::open,C,False,GCN,MASTER-OAFA,time_match
GCN-260509_215104,44512,2026-05-10 00:45:03.999999680+00:00,20.5,20.5,0.0,ps1::open,C,False,GCN,MASTER-OAFA,time_match
GCN-260509_215104,44512,2026-05-10 00:46:19.000000237+00:00,20.2,20.2,0.0,ps1::open,C,False,GCN,MASTER-OAFA,time_match
GCN-260509_215104,44512,2026-05-10 00:47:36.000000003+00:00,20.2,20.2,0.0,ps1::open,C,False,GCN,MASTER-OAFA,time_match
GCN-260509_215104,44512,2026-05-10 00:48:55.000000241+00:00,20.2,20.2,0.0,ps1::open,C,False,GCN,MASTER-OAFA,time_match
GCN-260509_215104,44512,2026-05-10 00:48:55.999999846+00:00,20.4,20.4,0.0,ps1::open,C,False,GCN,MASTER-OAFA,time_match
GCN-260509_215104,44512,2026-05-10 00:50:12.000000007+00:00,20.2,20.2,0.0,ps1::open,C,False,GCN,MASTER-OAFA,time_match
GCN-260509_215104,44512,2026-05-10 00:51:31.000000245+00:00,20.2,20.2,0.0,ps1::open,C,False,GCN,MASTER-OAFA,time_match
GCN-260509_215104,44512,2026-05-10 00:52:48.000000020+00:00,20.2,20.2,0.0,ps1::open,C,False,GCN,MASTER-OAFA,time_match
GCN-260509_215104,44512,2026-05-10 00:52:48.999999624+00:00,20.4,20.4,0.0,ps1::open,C,False,GCN,MASTER-OAFA,time_match
GCN-260509_215104,44512,2026-05-10 00:54:06.000000022+00:00,20.2,20.2,0.0,ps1::open,C,False,GCN,MASTER-OAFA,time_match
GCN-260509_215104,44512,2026-05-10 00:55:24.000000024+00:00,20.2,20.2,0.0,ps1::open,C,False,GCN,MASTER-OAFA,time_match
GCN-260509_215104,44512,2026-05-10 00:56:38.999999950+00:00,20.2,20.2,0.0,ps1::open,C,False,GCN,MASTER-OAFA,time_match
GCN-260509_215104,44512,2026-05-10 00:56:40.000000185+00:00,20.4,20.4,0.0,ps1::open,C,False,GCN,MASTER-OAFA,time_match
GCN-260509_215104,44513,2026-05-10 01:53:24.999999656+00:00,20.88,20.67,0.2099999999999973,sdssg,0.16825,False,GCN,,time_match
GCN-260509_215104,44513,2026-05-10 01:53:24.999999656+00:00,20.67,,,sdssr,,,GCN,,not_found
GCN-260509_215104,44513,2026-05-10 01:53:24.999999656+00:00,20.51,,,sdssi,,,GCN,,not_found
GCN-260509_215104,44516,2026-05-09 23:11:49.056000112+00:00,20.0,20.0,0.0,sdssg,g,False,GCN,,time_match
GCN-260509_215104,44516,2026-05-09 23:19:56.351999740+00:00,19.83,19.83,0.0,sdssr,r,False,GCN,,time_match
GCN-260509_215104,44516,2026-05-09 23:28:01.055999758+00:00,19.81,19.81,0.0,sdssi,i,False,GCN,,time_match
GCN-260509_215104,44516,2026-05-09 23:35:07.008000+00:00,19.61,19.61,0.0,sdssz,z,False,GCN,,time_match
GCN-260509_215104,44563,2026-05-10 19:04:11.000000003+00:00,24.0,,,sdssr,,,GCN,,not_found
GCN-260509_215104,44590,2026-05-10 04:11:20.999644756+00:00,19.6,,,2massj,,,GCN,,not_found
GCN-260509_215104,44590,2026-05-10 04:13:51.011644774+00:00,20.91,20.91,0.0,2massj,J,False,GCN,,family_order_match
GCN-260509_215104,44598,2026-05-09 22:13:13.799682940+00:00,20.05,20.05,0.0,gaia::gbp,VT_B,False,VT,,family_order_match
GCN-260509_215104,44598,2026-05-09 22:13:13.799682940+00:00,19.47,19.47,0.0,gaia::grp,VT_R,False,VT,,family_order_match
GCN-260509_215104,44598,2026-05-10 06:01:20.999741076+00:00,21.76,21.76,0.0,gaia::gbp,VT_B,False,VT,,family_order_match
GCN-260509_215104,44598,2026-05-10 06:05:32.999683053+00:00,21.48,21.48,0.0,gaia::grp,VT_R,False,VT,,family_order_match
GCN-260509_215104,44662,2026-05-15 20:27:53.000063766+00:00,24.2,,,sdssr,,,GCN,,not_found
GCN-260510_121915,44518,2026-05-10 12:38:19.999999536+00:00,20.0,20.0,0.0,sdssz,z,False,LCO-SAAO,,family_order_match
GCN-260510_121915,44518,2026-05-10 14:13:19.999999879+00:00,20.7,,,sdssr,,,LCO-SAAO,,not_found
GCN-260510_121915,44522,2026-05-10 12:23:17.000000304+00:00,20.3,,,gotol,,,GCN,,not_found
GCN-260510_121915,44522,2026-05-10 13:30:27.000000025+00:00,20.5,,,gotol,,,GCN,,not_found
GCN-260510_121915,44528,2026-05-10 12:42:38.000000122+00:00,23.0,,,gaia::gbp,,,VT,,not_found
GCN-260510_171342,44527,2026-05-10 18:19:43.999680190+00:00,23.2,,,gaia::gbp,,,VT,,not_found
GCN-260510_171342,44527,2026-05-10 18:24:32.000256086+00:00,23.1,,,gaia::grp,,,VT,,not_found
GCN-260510_171342,44530,2026-05-11 05:11:06.800352095+00:00,20.23,,,sdssz,,,GCN,,not_found
